prescriptionID,productID,quantity,unit,description,createdAt
1208,1168,11,gram,Proteles cristatus,2021-06-15 08:53:35
1676,1268,6,package,Carduelis uropygialis,2020-11-14 03:25:47
1699,1188,14,pill,Colobus guerza,2021-02-21 12:11:53
1142,1056,11,mg,Paraxerus cepapi,2021-10-09 08:03:25
1123,1283,13,bottle,Ceratotherium simum,2021-05-09 23:21:29
1574,1220,15,count,Conolophus subcristatus,2021-10-20 23:09:05
1118,1410,19,pill,Bettongia penicillata,2021-03-01 11:23:39
1853,1103,8,mil,Felis wiedi or Leopardus weidi,2021-03-23 03:32:05
1593,1216,8,mg,Falco peregrinus,2021-03-14 14:16:50
1804,1137,2,package,Vanellus armatus,2021-06-15 07:21:40
1004,1407,3,gram,Acrobates pygmaeus,2021-02-05 13:56:47
1840,1494,17,package,Butorides striatus,2021-01-31 19:58:08
1269,1460,13,package,Francolinus swainsonii,2021-08-22 08:58:47
1928,1493,13,gram,Vulpes vulpes,2020-12-08 06:48:04
1620,1250,3,mil,Larus dominicanus,2021-02-01 23:01:35
1037,1125,20,gram,Loxodonta africana,2021-01-24 18:50:47
1405,1002,7,package,Alcelaphus buselaphus cokii,2021-05-21 05:19:21
1476,1309,9,count,Pytilia melba,2021-05-02 06:56:22
1747,1338,5,count,Axis axis,2021-07-17 16:13:05
1620,1065,17,bottle,Stercorarius longicausus,2021-10-19 18:12:50
1747,1408,9,count,Lorythaixoides concolor,2021-01-18 16:44:45
1757,1346,10,mg,Laniarius ferrugineus,2021-05-18 17:38:21
1165,1345,4,bottle,Nannopterum harrisi,2021-11-07 13:23:00
1266,1327,1,pill,Graspus graspus,2021-10-19 23:23:01
1064,1306,14,package,Corvus brachyrhynchos,2021-02-17 16:05:01
1897,1067,7,mil,Neotoma sp.,2021-08-26 19:48:16
1149,1317,20,bottle,Canis lupus,2021-02-21 10:00:37
1141,1445,7,package,unavailable,2021-03-24 08:06:08
1232,1351,10,bottle,Spermophilus parryii,2021-01-20 02:16:47
1007,1381,10,bottle,Haliaeetus leucocephalus,2020-12-17 16:48:41
1210,1249,10,bottle,Sarcophilus harrisii,2021-04-07 09:26:35
1375,1137,13,gram,Phalacrocorax brasilianus,2021-05-19 19:38:33
1752,1165,5,gram,Acanthaster planci,2021-08-03 18:05:35
1060,1328,7,mg,Ursus maritimus,2021-07-28 02:15:18
1929,1276,3,count,Himantopus himantopus,2021-08-27 22:37:16
1200,1145,11,package,Sylvicapra grimma,2021-04-22 08:42:21
1423,1274,4,pill,Varanus komodensis,2021-05-15 06:31:29
1307,1490,15,bottle,Eudromia elegans,2020-12-03 12:19:49
1833,1100,1,gram,Larus novaehollandiae,2021-07-09 05:42:06
1599,1173,9,mg,Mazama gouazoubira,2021-09-21 20:36:39
1146,1337,19,mg,Chionis alba,2021-07-24 14:53:02
1348,1493,17,mg,Colaptes campestroides,2021-05-30 21:33:15
1754,1005,16,mil,Felis pardalis,2021-06-13 15:56:56
1899,1241,20,bottle,Paraxerus cepapi,2020-11-22 05:05:12
1087,1148,15,count,Lamprotornis superbus,2021-07-16 00:52:39
1800,1331,13,bottle,Nucifraga columbiana,2021-04-23 05:58:35
1843,1185,18,bottle,Potamochoerus porcus,2021-05-24 00:34:21
1233,1367,5,gram,Conolophus subcristatus,2021-09-18 17:37:40
1640,1389,19,package,Theropithecus gelada,2021-10-11 12:15:43
1993,1002,11,package,Ictonyx striatus,2021-01-28 20:21:01
1094,1262,8,mil,Gymnorhina tibicen,2021-03-30 19:57:33
1252,1173,6,package,Procyon lotor,2021-08-25 02:36:53
1617,1104,1,package,Ara macao,2021-03-30 01:23:06
1420,1034,15,bottle,Nyctereutes procyonoides,2020-11-25 17:59:50
1975,1210,2,bottle,Haliaetus vocifer,2020-12-06 06:25:47
1775,1152,20,mil,Streptopelia decipiens,2020-12-12 21:55:44
1192,1264,7,mil,Geochelone radiata,2021-01-23 05:27:44
1531,1217,11,count,Raphicerus campestris,2021-04-02 15:02:01
1728,1296,11,count,Cracticus nigroagularis,2021-02-21 04:20:00
1465,1290,2,pill,Paraxerus cepapi,2021-08-31 10:27:36
1858,1450,2,count,Aonyx cinerea,2021-05-24 16:43:56
1549,1405,4,mg,Arctogalidia trivirgata,2021-11-03 06:34:31
1117,1212,7,package,Antidorcas marsupialis,2021-05-03 06:29:37
1336,1239,4,mg,Rana sp.,2021-07-25 14:11:12
1588,1168,1,mil,Stercorarius longicausus,2021-07-18 09:45:05
1535,1175,4,mg,Ovis ammon,2021-02-07 16:47:44
1476,1362,6,pill,Lamprotornis superbus,2021-10-02 09:26:41
1173,1300,19,mil,Spermophilus richardsonii,2020-11-13 15:34:46
1867,1181,17,mg,Coracias caudata,2021-01-10 01:22:39
1094,1473,3,count,Felis wiedi or Leopardus weidi,2021-01-04 12:26:21
1339,1223,7,mil,Vulpes chama,2021-03-16 17:20:41
1006,1419,20,count,Eremophila alpestris,2021-10-19 08:53:40
1867,1298,8,bottle,Spizaetus coronatus,2021-08-11 00:05:01
1633,1007,4,count,Naja nivea,2021-05-04 23:54:25
1770,1256,15,package,Larus dominicanus,2021-10-26 13:46:23
1370,1300,1,pill,Cyrtodactylus louisiadensis,2021-07-29 11:40:53
1710,1307,19,mg,Merops nubicus,2021-08-28 05:34:44
1094,1116,5,pill,Gerbillus sp.,2021-09-01 03:03:36
1871,1013,20,bottle,Phoenicopterus ruber,2021-10-06 23:47:20
1203,1300,9,mil,Mazama gouazoubira,2021-03-15 23:40:01
1854,1180,2,count,Charadrius tricollaris,2021-09-16 22:08:48
1228,1119,18,package,Nyctereutes procyonoides,2021-10-24 04:11:32
1136,1180,15,mg,Canis mesomelas,2021-09-11 15:07:17
1343,1026,14,bottle,Limosa haemastica,2021-02-03 21:56:51
1149,1278,11,mil,Herpestes javanicus,2020-11-13 14:55:38
1788,1390,14,bottle,Cochlearius cochlearius,2020-11-27 11:11:44
1439,1370,6,package,Tayassu pecari,2021-11-07 22:34:22
1612,1184,11,mil,Phasianus colchicus,2021-09-04 12:09:00
1720,1479,16,package,Amblyrhynchus cristatus,2020-11-27 02:19:00
1440,1431,8,mil,Oncorhynchus nerka,2021-06-04 07:10:29
1028,1381,7,package,Panthera leo,2021-10-08 23:12:49
1860,1243,3,package,Dasyurus viverrinus,2021-07-11 00:16:56
1681,1128,3,bottle,Corallus hortulanus cooki,2021-10-31 19:29:39
1134,1311,17,mil,Halcyon smyrnesis,2021-04-07 01:02:14
1265,1294,12,gram,Antilope cervicapra,2021-05-31 02:37:52
1148,1102,6,count,Alectura lathami,2021-05-27 21:26:06
1362,1307,5,pill,Milvus migrans,2021-01-07 20:05:33
1432,1062,17,gram,Laniaurius atrococcineus,2021-01-19 09:37:47
1682,1169,18,mil,Cracticus nigroagularis,2020-11-18 18:54:44
1731,1268,15,mg,Orcinus orca,2021-09-30 05:23:19
1747,1427,4,mg,Haliaeetus leucoryphus,2021-05-25 22:02:59
1994,1074,19,gram,Theropithecus gelada,2021-03-16 04:18:21
1377,1490,7,count,Tursiops truncatus,2021-02-17 13:02:48
1021,1497,17,count,Phoeniconaias minor,2021-05-12 18:22:10
1688,1314,2,bottle,Ardea cinerea,2021-07-14 00:59:10
1689,1324,12,mil,unavailable,2021-06-15 17:54:39
1092,1050,6,mil,Spheniscus mendiculus,2021-07-24 22:47:47
1668,1316,17,mg,Felis pardalis,2020-12-20 11:47:23
1923,1138,19,gram,Porphyrio porphyrio,2020-11-16 19:40:39
1162,1174,9,bottle,Larus novaehollandiae,2020-12-26 07:59:39
1205,1445,14,bottle,Corallus hortulanus cooki,2021-01-30 16:43:26
1654,1237,8,gram,Cygnus buccinator,2020-11-12 05:56:40
1882,1298,8,count,Dasyurus viverrinus,2021-03-24 21:02:13
1047,1196,6,count,Gabianus pacificus,2021-11-02 10:13:33
1702,1357,17,count,Equus burchelli,2020-12-14 13:19:49
1042,1461,15,mg,Galago crassicaudataus,2021-06-12 19:00:29
1138,1422,7,package,Ephipplorhynchus senegalensis,2021-05-02 05:27:32
1428,1359,16,count,Corvus brachyrhynchos,2021-09-05 21:16:19
1408,1188,2,mg,Felis silvestris lybica,2021-01-29 01:40:37
1136,1119,1,mil,Rhabdomys pumilio,2021-09-13 02:29:56
1931,1458,16,bottle,Acrantophis madagascariensis,2021-09-21 13:41:44
1631,1023,3,mg,Naja nivea,2021-03-24 07:06:08
1762,1310,10,gram,Psophia viridis,2020-11-09 07:26:38
1473,1320,12,package,Vulpes chama,2021-02-13 05:29:35
1030,1159,9,pill,Gyps fulvus,2021-10-31 19:27:44
1320,1181,1,gram,Felis libyca,2021-07-11 06:19:46
1437,1223,15,package,Trachyphonus vaillantii,2020-11-22 18:06:32
1808,1246,5,mg,Diomedea irrorata,2021-08-03 00:48:01
1302,1406,11,bottle,Crotaphytus collaris,2020-11-28 06:17:35
1892,1262,19,mg,Lycaon pictus,2021-07-22 13:14:15
1063,1433,1,mil,unavailable,2021-04-21 08:59:29
1305,1488,20,count,Taurotagus oryx,2021-02-14 05:21:56
1699,1348,15,package,Meleagris gallopavo,2021-03-11 16:13:07
1850,1204,3,bottle,Falco peregrinus,2021-07-21 12:56:39
1835,1380,2,bottle,Phalaropus fulicarius,2021-03-28 01:19:32
1620,1103,1,pill,Terrapene carolina,2021-03-09 07:56:59
1368,1164,12,package,Cordylus giganteus,2021-03-08 05:50:11
1450,1237,12,pill,Felis concolor,2021-07-08 04:38:50
1050,1447,2,count,Pituophis melanaleucus,2021-04-11 16:02:59
1123,1073,19,count,Anthropoides paradisea,2020-11-20 09:40:04
1355,1279,19,pill,Ctenophorus ornatus,2020-11-29 17:35:27
1752,1303,20,mg,Theropithecus gelada,2021-10-08 18:19:42
1279,1054,1,bottle,Cracticus nigroagularis,2021-01-14 16:50:01
1461,1037,8,mil,Phalacrocorax carbo,2020-12-12 19:41:40
1736,1041,10,count,Echimys chrysurus,2021-09-13 07:35:07
1714,1028,8,mg,Ratufa indica,2021-03-29 00:32:43
1681,1119,10,package,Martes americana,2021-05-06 02:31:57
1079,1290,2,count,Castor fiber,2021-09-09 21:32:19
1011,1476,3,mil,Varanus albigularis,2020-11-11 23:12:01
1302,1054,16,mg,Ramphastos tucanus,2021-03-11 03:23:42
1335,1232,1,gram,Columba livia,2021-10-17 12:02:47
1130,1313,15,gram,Coracias caudata,2021-02-18 14:58:31
1854,1128,15,gram,Neophron percnopterus,2021-01-07 20:40:48
1919,1076,18,mil,Dendrohyrax brucel,2021-07-21 21:54:53
1708,1379,14,gram,Anas punctata,2021-08-25 09:02:08
1106,1278,6,mil,Zosterops pallidus,2020-11-15 12:19:07
1139,1231,13,bottle,Lepus townsendii,2021-04-03 08:39:39
1438,1438,7,mil,Phoenicopterus ruber,2021-04-21 09:00:08
1194,1006,11,package,Francolinus coqui,2021-09-27 08:54:12
1063,1402,17,gram,Cygnus atratus,2020-11-10 21:07:24
1247,1172,11,package,Certotrichas paena,2021-04-27 21:48:02
1206,1230,7,count,Felis libyca,2021-02-22 17:47:34
1475,1260,1,gram,Dasyurus maculatus,2021-01-24 22:30:23
1732,1232,8,count,Anser caerulescens,2020-12-18 22:15:26
1666,1470,2,pill,Meles meles,2021-04-06 02:51:20
1975,1101,12,pill,Sylvicapra grimma,2021-02-24 17:34:27
1233,1282,20,gram,Streptopelia senegalensis,2021-08-16 09:32:05
1648,1069,16,count,Geochelone radiata,2020-11-15 13:55:36
1285,1494,18,mil,Isoodon obesulus,2021-08-07 22:37:40
1703,1377,2,count,Larus fuliginosus,2021-07-12 06:50:28
1289,1345,7,mil,Sagittarius serpentarius,2021-09-12 07:25:41
1976,1137,17,mg,Laniaurius atrococcineus,2021-02-22 15:48:48
1081,1057,17,gram,Phalaropus fulicarius,2021-09-03 11:46:37
1775,1283,17,mg,Conolophus subcristatus,2021-05-19 23:20:15
1516,1157,6,package,Damaliscus dorcas,2021-07-12 10:31:38
1441,1244,12,count,Alces alces,2021-04-14 06:01:16
1108,1278,13,pill,Varanus salvator,2021-06-08 06:50:23
1801,1174,19,pill,Eumetopias jubatus,2020-12-23 11:36:51
1105,1359,5,bottle,Pseudocheirus peregrinus,2021-10-25 09:22:05
1249,1406,14,pill,Nyctea scandiaca,2021-05-23 17:30:20
1126,1023,16,package,Gazella thompsonii,2020-11-21 15:10:22
1346,1348,4,pill,Macropus agilis,2021-01-13 20:10:04
1628,1447,6,mg,Nectarinia chalybea,2021-01-05 02:31:32
1397,1341,13,gram,Catharacta skua,2021-02-04 00:59:15
1903,1447,9,mg,Buteo jamaicensis,2021-06-07 17:16:09
1864,1051,2,pill,Iguana iguana,2021-05-06 04:46:41
1708,1451,17,pill,Fregata magnificans,2021-05-24 03:39:43
1219,1328,10,mg,Corallus hortulanus cooki,2021-05-27 04:08:19
1755,1427,7,count,Vulpes vulpes,2021-11-01 21:06:23
1670,1239,1,gram,Ursus americanus,2021-06-01 08:55:42
1381,1198,11,count,Paradoxurus hermaphroditus,2021-03-06 03:28:11
1776,1228,15,bottle,Larus dominicanus,2021-07-25 17:03:54
1094,1474,9,bottle,Eurocephalus anguitimens,2021-01-17 02:31:15
1813,1195,17,pill,Cacatua galerita,2021-07-15 19:43:10
1461,1119,14,count,Boa constrictor mexicana,2021-07-28 04:35:35
1264,1373,4,package,Drymarchon corias couperi,2021-02-05 00:25:39
1602,1278,19,bottle,Phasianus colchicus,2021-07-11 04:27:26
1241,1044,1,gram,Panthera leo,2021-02-28 14:10:20
1978,1383,5,mil,Junonia genoveua,2021-06-09 01:52:54
1803,1485,16,mg,Sterna paradisaea,2021-05-01 20:00:17
1909,1122,12,gram,Echimys chrysurus,2021-04-21 00:06:00
1274,1034,4,bottle,Corvus albus,2021-06-08 20:08:40
1726,1149,20,pill,Cyrtodactylus louisiadensis,2020-11-30 01:30:29
1764,1481,19,mg,Spermophilus tridecemlineatus,2021-09-12 11:16:32
1115,1254,5,package,Phalacrocorax carbo,2021-07-07 02:28:16
1512,1337,14,mg,Cervus duvauceli,2021-09-06 04:09:54
1413,1281,19,mg,Iguana iguana,2021-11-02 04:30:50
1484,1430,13,package,Ammospermophilus nelsoni,2020-12-22 10:42:28
1709,1407,8,bottle,Mazama gouazoubira,2020-11-21 15:42:18
1072,1127,19,package,Zonotrichia capensis,2021-04-04 03:49:39
1481,1492,11,bottle,Kobus leche robertsi,2021-10-17 07:15:27
1768,1360,17,count,Bassariscus astutus,2021-07-24 01:09:23
1254,1024,1,count,Larus fuliginosus,2021-05-27 21:45:12
1031,1116,11,mg,unavailable,2020-12-14 13:48:33
1186,1014,13,count,Egretta thula,2021-09-04 05:09:05
1524,1338,11,mg,Graspus graspus,2020-12-30 22:12:22
1762,1264,18,package,Crotalus cerastes,2021-10-06 22:16:44
1888,1471,6,gram,Pitangus sulphuratus,2021-02-27 10:22:37
1780,1330,2,mg,Merops sp.,2021-10-21 15:06:56
1541,1150,1,mg,Callorhinus ursinus,2021-07-23 09:08:25
1728,1387,9,mg,Phacochoerus aethiopus,2021-06-07 19:06:02
1822,1436,16,pill,Gyps bengalensis,2021-07-23 02:22:29
1371,1302,19,mg,Ceryle rudis,2020-12-02 01:07:55
1805,1456,13,mg,Fregata magnificans,2021-08-23 20:01:24
1256,1494,7,mg,Gopherus agassizii,2021-01-11 08:55:20
1671,1252,3,gram,Gyps fulvus,2021-04-06 01:24:05
1403,1007,12,mg,Crotalus adamanteus,2020-12-21 02:46:18
1766,1008,19,gram,Speothos vanaticus,2021-08-13 19:20:59
1135,1097,11,count,Francolinus coqui,2021-10-10 22:56:48
1508,1418,18,bottle,Pycnonotus nigricans,2021-08-08 17:35:55
1857,1444,12,gram,Oryx gazella,2020-12-09 13:33:03
1350,1417,2,mil,Castor canadensis,2021-05-13 05:34:28
1346,1069,14,mg,Iguana iguana,2021-06-07 02:33:28
1237,1086,4,gram,Cathartes aura,2020-11-08 18:49:43
1352,1080,7,count,Anathana ellioti,2021-02-02 15:08:30
1864,1257,13,mg,Alopex lagopus,2021-01-02 23:56:16
1369,1406,12,package,Naja haje,2021-02-05 19:32:24
1513,1147,18,package,Alligator mississippiensis,2021-10-08 15:19:59
1370,1013,11,bottle,Cygnus atratus,2021-08-28 07:23:31
1698,1469,19,mg,Coluber constrictor foxii,2020-12-09 02:49:12
1264,1395,3,bottle,Larus dominicanus,2020-12-06 13:08:19
1567,1420,8,mg,Agelaius phoeniceus,2021-01-02 11:57:00
1506,1134,15,count,Philetairus socius,2021-01-21 22:25:44
1295,1004,6,gram,Semnopithecus entellus,2021-05-28 10:08:56
1623,1160,8,package,Cebus albifrons,2021-05-16 17:05:17
1369,1231,1,bottle,Papio cynocephalus,2021-03-29 00:05:16
1577,1341,20,package,Chloephaga melanoptera,2020-12-11 22:30:09
1682,1221,7,mg,Carduelis pinus,2020-11-26 11:40:37
1741,1436,14,pill,Trichoglossus chlorolepidotus,2021-01-09 11:03:48
1235,1171,13,bottle,Tayassu pecari,2021-07-28 09:26:56
1630,1496,2,package,Pteronura brasiliensis,2021-02-11 13:35:02
1871,1019,8,pill,Merops bullockoides,2021-03-31 18:12:12
1016,1251,10,bottle,Spheniscus magellanicus,2021-02-01 20:26:20
1786,1375,17,count,Ratufa indica,2021-09-14 18:19:14
1026,1171,19,mg,Tadorna tadorna,2021-02-23 13:17:40
1766,1396,17,mg,Neotis denhami,2021-07-31 08:22:59
1168,1211,10,bottle,Panthera onca,2021-04-20 20:28:27
1473,1172,12,package,Ardea cinerea,2021-09-18 09:13:58
1322,1467,13,package,Laniaurius atrococcineus,2021-05-15 18:54:03
1121,1163,19,pill,Parus atricapillus,2021-07-01 08:26:13
1235,1349,4,mg,Grus canadensis,2021-08-07 05:59:39
1721,1270,3,gram,Genetta genetta,2020-12-16 06:50:36
1582,1294,13,mg,Otaria flavescens,2021-09-07 05:44:28
1616,1104,8,pill,Alopex lagopus,2021-05-31 19:58:06
1684,1076,7,bottle,Zalophus californicus,2021-05-30 13:46:02
1082,1102,13,gram,unavailable,2021-01-20 15:40:00
1087,1246,11,package,Bucorvus leadbeateri,2021-07-19 06:31:36
1838,1397,17,package,Castor canadensis,2021-09-25 10:24:23
1415,1081,6,count,Anas punctata,2020-12-31 16:57:11
1991,1285,15,bottle,Stercorarius longicausus,2021-08-02 02:47:44
1668,1210,20,pill,Columba palumbus,2021-05-27 07:38:07
1186,1213,5,pill,Bison bison,2021-02-19 08:36:27
1153,1276,13,mg,Spheniscus magellanicus,2021-05-18 06:22:35
1750,1476,13,bottle,Varanus sp.,2021-07-06 11:30:40
1575,1164,12,gram,Uraeginthus angolensis,2021-02-10 12:49:13
1180,1317,11,bottle,Larus fuliginosus,2021-03-13 05:44:06
1336,1384,4,bottle,Microcebus murinus,2020-12-11 16:07:10
1851,1264,10,bottle,Anastomus oscitans,2021-06-15 20:28:48
1117,1039,3,pill,Ciconia episcopus,2021-09-05 05:24:41
1402,1079,8,mil,Cereopsis novaehollandiae,2021-04-03 07:51:14
1655,1324,12,count,Gabianus pacificus,2021-04-24 01:06:22
1846,1457,1,bottle,Antilope cervicapra,2021-01-21 02:25:08
1304,1299,3,mg,Aonyx cinerea,2021-06-19 16:27:08
1671,1208,13,mg,Columba palumbus,2021-10-17 23:19:00
1820,1086,12,bottle,Vulpes chama,2021-07-25 03:39:12
1209,1112,12,gram,Tadorna tadorna,2020-12-16 00:58:38
1233,1092,2,mg,Smithopsis crassicaudata,2021-02-22 22:58:39
1101,1097,12,gram,Larus fuliginosus,2020-12-17 01:42:23
1469,1384,15,count,Anthropoides paradisea,2021-10-01 02:12:49
1976,1032,18,bottle,Naja nivea,2021-02-21 16:18:57
1694,1074,13,bottle,Spermophilus lateralis,2021-07-16 17:00:37
1409,1098,9,count,Ardea cinerea,2021-09-28 05:15:15
1999,1323,7,pill,Sus scrofa,2021-09-14 22:15:30
1741,1275,11,mil,Orcinus orca,2021-04-29 10:44:02
1029,1349,19,bottle,Cacatua tenuirostris,2021-05-21 21:41:41
1848,1251,10,gram,Actophilornis africanus,2021-11-04 14:34:15
1868,1256,18,pill,Ammospermophilus nelsoni,2021-03-17 00:44:16
1106,1350,13,package,Phoeniconaias minor,2021-02-13 13:22:08
1835,1035,5,package,Dendrocitta vagabunda,2021-04-10 15:18:00
1797,1112,17,mil,Ciconia ciconia,2021-10-08 07:11:27
1024,1415,6,mil,Canis lupus,2021-03-03 09:08:35
1305,1003,7,pill,Isoodon obesulus,2021-08-23 03:09:28
1773,1394,6,count,Ovis ammon,2021-02-17 01:27:47
1419,1351,2,count,Alopex lagopus,2021-07-06 06:52:13
1435,1167,10,mg,Sagittarius serpentarius,2021-01-24 06:21:04
1581,1338,18,mil,Canis mesomelas,2021-04-04 19:20:24
1217,1271,1,gram,Lycaon pictus,2021-10-07 14:44:48
1490,1226,2,bottle,Anastomus oscitans,2021-04-30 01:40:30
1366,1455,3,mil,Damaliscus lunatus,2021-07-30 04:52:35
1669,1466,2,bottle,Globicephala melas,2021-07-02 21:39:07
1547,1256,9,mg,Anathana ellioti,2021-04-30 18:17:03
1493,1147,10,mg,Tachybaptus ruficollis,2020-12-12 22:01:38
1873,1273,1,pill,Phalacrocorax albiventer,2021-08-22 00:17:20
1299,1027,16,mil,Tamandua tetradactyla,2021-10-13 00:53:56
1847,1003,8,gram,Tamiasciurus hudsonicus,2021-05-06 20:45:50
1282,1042,8,bottle,Chamaelo sp.,2020-11-09 11:04:46
1977,1263,15,mil,Zenaida asiatica,2021-02-27 04:43:41
1319,1293,18,bottle,Bassariscus astutus,2021-10-21 16:31:33
1768,1377,6,count,Milvus migrans,2021-05-07 16:43:51
1615,1228,17,pill,Phalaropus fulicarius,2021-09-01 14:37:53
1139,1159,4,gram,Corvus brachyrhynchos,2021-07-11 15:31:58
1943,1007,7,package,Ovis ammon,2021-02-14 11:53:43
1232,1338,17,mg,Nesomimus trifasciatus,2021-07-29 02:21:21
1381,1361,14,mil,Elephas maximus bengalensis,2021-09-21 00:21:38
1326,1458,10,package,Alopex lagopus,2021-04-03 06:09:26
1299,1407,8,pill,Panthera leo,2020-12-11 18:47:07
1585,1288,4,count,Eudyptula minor,2021-03-19 17:46:42
1908,1210,4,bottle,Diomedea irrorata,2021-09-19 11:09:15
1894,1246,19,pill,Carduelis uropygialis,2021-08-01 21:15:29
1723,1355,5,bottle,Morelia spilotes variegata,2021-10-31 18:07:24
1241,1076,16,package,Cebus apella,2021-02-19 09:54:20
1943,1358,3,count,Porphyrio porphyrio,2021-05-13 23:49:04
1997,1444,5,pill,Mazama gouazoubira,2021-02-17 13:59:44
1691,1426,9,package,Lycosa godeffroyi,2020-11-26 07:08:32
1706,1128,17,count,Chlamydosaurus kingii,2021-10-05 10:24:30
1755,1469,13,gram,Phaethon aethereus,2021-01-05 10:28:19
1563,1147,13,pill,Eubalaena australis,2020-12-10 00:10:21
1249,1186,4,package,Heloderma horridum,2021-10-26 08:47:54
1238,1411,8,mil,Gyps bengalensis,2021-07-02 18:37:34
1945,1151,14,count,Sula nebouxii,2021-10-03 01:12:32
1781,1115,1,mil,Manouria emys,2021-06-18 11:50:57
1622,1076,13,package,Lorythaixoides concolor,2020-11-13 19:46:18
1685,1203,15,mg,Climacteris melanura,2021-06-14 15:47:51
1355,1349,3,gram,Felis silvestris lybica,2021-09-27 06:42:17
1003,1404,2,count,Eolophus roseicapillus,2021-03-23 10:23:43
1126,1299,8,count,Lepilemur rufescens,2021-08-25 07:43:16
1336,1229,13,mg,Varanus sp.,2021-05-26 11:10:45
1697,1496,3,count,Rhea americana,2021-10-11 20:36:19
1137,1245,2,mil,Sceloporus magister,2021-07-30 11:48:18
1380,1196,5,mil,Panthera onca,2021-05-01 08:40:49
1815,1253,19,mil,Ara ararauna,2021-03-27 02:46:03
1906,1116,19,count,Capra ibex,2021-05-08 22:53:07
1897,1235,11,bottle,Bos taurus,2021-09-28 00:45:15
1046,1014,8,count,Ceratotherium simum,2021-09-04 20:57:53
1362,1332,10,gram,unavailable,2021-06-15 06:00:16
1053,1255,14,count,Bos taurus,2021-04-06 01:00:35
1052,1483,2,gram,Bos taurus,2021-03-20 20:29:11
1287,1377,5,package,Varanus sp.,2021-04-29 23:14:26
1809,1232,6,count,Anas punctata,2021-02-12 10:57:04
1572,1045,6,package,Aepyceros mylampus,2021-07-01 16:16:47
1032,1464,5,bottle,Graspus graspus,2021-06-17 12:39:34
1642,1378,12,mg,Leptoptilus dubius,2021-06-12 15:07:34
1204,1262,7,gram,Coendou prehensilis,2021-06-21 06:51:18
1671,1042,17,mg,Eubalaena australis,2021-03-20 17:45:23
1522,1355,17,mil,Gabianus pacificus,2021-03-11 06:47:51
1890,1168,8,pill,Calyptorhynchus magnificus,2021-02-12 14:31:00
1640,1468,17,count,Paroaria gularis,2021-08-15 14:41:13
1328,1010,6,count,Paraxerus cepapi,2021-06-20 20:57:48
1429,1283,18,gram,Eutamias minimus,2021-04-19 21:43:06
1025,1358,9,package,Axis axis,2021-06-17 09:50:10
1893,1234,8,bottle,Balearica pavonina,2020-11-09 01:45:23
1079,1294,20,count,Hymenolaimus malacorhynchus,2021-08-27 04:34:29
1737,1491,14,count,Agelaius phoeniceus,2020-12-25 23:32:18
1471,1253,18,gram,Merops nubicus,2020-11-08 10:39:03
1145,1033,7,pill,Acanthaster planci,2021-03-16 04:41:24
1533,1123,15,package,Petaurus breviceps,2021-11-01 11:07:47
1105,1092,18,pill,Alectura lathami,2021-04-10 08:31:50
1324,1215,7,package,Pteropus rufus,2021-04-08 05:02:21
1259,1105,3,gram,Ovis ammon,2021-01-26 19:09:31
1834,1374,13,mg,Ctenophorus ornatus,2021-11-06 06:54:26
1157,1041,6,count,Connochaetus taurinus,2021-08-22 17:20:07
1753,1046,9,mil,Choloepus hoffmani,2021-03-05 16:39:55
1902,1321,17,pill,Sarcorhamphus papa,2021-08-01 01:04:03
1718,1436,6,package,Mazama americana,2021-02-11 09:01:36
1809,1247,5,pill,Actophilornis africanus,2021-02-13 07:37:27
1053,1436,19,package,Madoqua kirkii,2021-09-18 03:29:46
1164,1430,10,pill,Pitangus sulphuratus,2021-05-12 02:00:41
1755,1457,15,package,Zosterops pallidus,2021-04-16 15:05:27
1500,1107,13,pill,unavailable,2021-03-15 07:25:13
1690,1498,1,pill,Sylvicapra grimma,2021-10-24 04:51:59
1480,1475,13,mil,Ovis dalli stonei,2021-02-27 01:40:33
1656,1247,17,mg,Varanus sp.,2021-04-27 02:55:39
1183,1286,19,mg,Vombatus ursinus,2021-05-13 06:00:46
1807,1151,6,gram,Crocodylus niloticus,2020-12-03 17:02:45
1586,1448,13,gram,Odocoileus hemionus,2021-03-04 07:26:27
1523,1374,20,package,Colobus guerza,2021-09-15 09:02:28
1649,1244,17,mg,Vanellus chilensis,2021-04-16 10:06:59
1346,1051,16,count,Erinaceus frontalis,2021-06-15 15:01:02
1948,1387,14,mg,Ardea golieth,2021-11-02 11:58:42
1773,1225,8,mg,Oryx gazella,2021-07-18 00:03:52
1125,1211,10,mg,Lycosa godeffroyi,2021-11-01 02:46:03
1277,1118,10,mil,Agama sp.,2021-10-28 22:46:08
1178,1248,16,gram,Pelecanus conspicillatus,2021-08-07 17:35:20
1132,1379,17,bottle,Crotalus cerastes,2020-11-16 04:12:46
1928,1160,15,mil,Gymnorhina tibicen,2021-10-16 19:26:37
1030,1434,1,mil,Camelus dromedarius,2021-09-16 17:17:16
1089,1410,14,package,Spizaetus coronatus,2021-03-02 23:13:26
1669,1323,6,pill,Ephippiorhynchus mycteria,2021-04-09 03:33:25
1783,1279,18,gram,Mungos mungo,2021-09-20 12:17:38
1316,1245,20,mg,Genetta genetta,2021-07-10 09:13:47
1629,1448,16,count,Sagittarius serpentarius,2021-03-28 14:58:44
1573,1282,9,count,Cebus apella,2021-07-19 12:41:05
