saleID,productID,quantity,price,description,createdAt
2436,8749,10,191.14,core,11/4/2021 6:41
5241,5867,64,790.03,forecast,7/29/2021 9:49
4112,3197,8,327.02,Sharable,1/25/2021 21:32
6002,4799,63,409.51,global,4/4/2021 11:54
4999,8953,6,213.89,real-time,12/21/2020 13:53
2728,7585,75,158.38,Persevering,10/13/2021 6:35
9117,1624,65,329.65,protocol,12/23/2020 1:17
5416,3007,54,362.54,Reactive,8/14/2021 7:46
2810,3948,83,792.22,web-enabled,6/16/2021 11:05
7488,8759,99,212.4,national,4/27/2021 17:08
2936,7743,72,557.37,multi-tasking,10/11/2021 3:19
2494,6933,44,818.45,flexibility,2/5/2021 22:34
6261,6872,63,229.5,attitude-oriented,11/10/2020 19:46
4181,1198,14,446.06,Front-line,12/19/2020 19:24
6731,1958,16,796.03,Integrated,6/15/2021 9:15
9277,3759,32,660.78,Diverse,4/17/2021 6:43
2089,7680,42,509.76,Team-oriented,7/24/2021 8:32
4180,6205,45,261.23,tertiary,6/1/2021 9:49
2125,7377,70,286.39,logistical,9/8/2021 0:45
1040,4357,60,673.2,Advanced,12/6/2020 1:57
5181,6230,9,437.65,User-friendly,10/17/2021 20:50
7731,7722,15,144.85,local,2/23/2021 19:05
4916,3448,83,143.86,fault-tolerant,11/6/2021 8:22
5166,2643,94,894.94,explicit,11/21/2020 21:25
8880,3755,37,148.51,Horizontal,5/5/2021 4:18
6436,4599,15,72.13,disintermediate,6/26/2021 15:12
4630,3823,8,533.58,Monitored,7/9/2021 1:22
1319,6565,70,136.95,cohesive,12/3/2020 3:14
8251,4957,38,291.86,Versatile,6/22/2021 3:11
8706,1750,51,741.96,definition,8/16/2021 3:50
9153,2170,64,333.96,heuristic,10/24/2021 21:28
6679,9643,79,362.98,attitude-oriented,6/16/2021 10:27
4181,6806,62,652.52,approach,10/8/2021 20:57
9741,8225,52,143.42,fresh-thinking,4/7/2021 3:43
9881,5858,50,994.06,Front-line,6/13/2021 19:29
9293,9403,25,388.18,Extended,2/21/2021 5:02
5592,2490,26,243.82,Object-based,4/2/2021 0:08
5105,4719,96,528.01,adapter,9/30/2021 17:29
1510,8214,48,392.08,Multi-channelled,4/20/2021 23:52
1028,1368,83,489.96,zero administration,1/29/2021 15:30
6604,3685,24,108.83,groupware,6/25/2021 18:09
5630,4570,16,830.95,throughput,8/17/2021 7:09
2094,3572,70,659.39,help-desk,5/23/2021 5:05
9442,7577,4,702.65,Managed,8/15/2021 6:00
3706,9152,70,373.98,Future-proofed,3/9/2021 12:50
2709,2845,28,207.97,core,5/5/2021 7:05
5081,2208,100,760.25,Assimilated,4/14/2021 13:11
4518,4197,2,619.18,demand-driven,8/22/2021 8:57
1176,9941,44,274.74,6th generation,1/22/2021 12:49
1802,6747,22,471.73,Synchronised,7/15/2021 3:28
8795,8066,69,386.77,challenge,11/7/2020 1:49
6277,3895,19,871.24,time-frame,12/23/2020 21:56
3609,8400,95,848.98,migration,12/8/2020 15:02
5202,3479,15,916.08,uniform,9/18/2021 23:19
6462,1272,85,939.37,Operative,1/11/2021 6:50
5135,8222,79,332.42,Devolved,7/10/2021 12:11
8643,5322,95,772.57,static,8/11/2021 21:26
8676,6297,30,892.14,architecture,4/11/2021 5:03
9585,7417,66,191.76,global,2/10/2021 13:18
3440,4090,45,283.31,customer loyalty,1/14/2021 22:33
5088,1014,65,335,motivating,1/26/2021 10:41
8237,6456,24,342.65,Extended,9/9/2021 17:18
6699,9024,14,727.23,portal,7/7/2021 20:43
3161,2277,28,330.17,Ergonomic,9/13/2021 6:28
3972,1539,86,982.25,User-friendly,7/29/2021 21:49
2237,5628,8,609.02,implementation,10/15/2021 0:48
6248,2568,80,304.11,Robust,10/6/2021 10:21
5757,9487,82,471.67,Robust,1/24/2021 5:51
9531,3437,39,79.3,context-sensitive,7/24/2021 16:02
5278,9153,77,564.84,Reverse-engineered,3/7/2021 22:00
3229,4470,59,75.33,well-modulated,11/19/2020 19:45
6375,1909,81,705.98,Mandatory,2/9/2021 17:06
4506,9895,92,221.25,analyzer,6/7/2021 18:21
6340,9212,63,44.08,Extended,10/27/2021 1:03
5755,8323,59,808.53,tertiary,4/27/2021 13:51
9627,1197,70,219.4,alliance,5/21/2021 2:23
1272,2957,78,792.28,static,11/30/2020 10:42
7944,3064,17,281.69,Function-based,8/4/2021 9:42
7191,2389,65,892.75,De-engineered,11/10/2020 14:33
3722,6176,80,979.68,didactic,4/14/2021 23:47
7274,8253,72,557.3,algorithm,9/22/2021 4:47
8034,4308,96,556.9,utilisation,8/19/2021 21:08
8540,2975,63,844.78,client-driven,9/6/2021 16:35
3225,1465,70,805.39,Decentralized,1/2/2021 20:09
6328,6067,57,521.17,hybrid,12/22/2020 3:26
3476,6992,74,250.06,intranet,6/21/2021 1:40
7263,8758,96,742.63,Re-contextualized,10/13/2021 1:28
1193,5326,85,164.22,conglomeration,10/12/2021 12:20
9156,1170,74,261.58,local,9/27/2021 7:56
6406,8562,61,71.3,web-enabled,9/8/2021 3:39
8869,2591,43,944.96,background,10/8/2021 19:19
8641,6400,7,352.94,matrix,1/30/2021 15:11
1132,2728,53,513.77,neural-net,12/20/2020 17:21
8785,9083,39,605.08,Function-based,2/19/2021 22:30
1616,6518,78,311,pricing structure,3/19/2021 4:10
3160,9956,23,734.99,open system,7/16/2021 10:03
7243,7551,27,39.87,infrastructure,1/11/2021 6:47
5523,4618,86,986.8,Diverse,10/31/2021 11:47
9841,1580,3,718.29,structure,3/3/2021 4:10
6185,9891,67,107.15,Self-enabling,9/11/2021 19:24
6948,4681,35,12.41,asymmetric,11/18/2020 23:39
1057,7790,52,601.64,toolset,12/16/2020 10:22
5963,4368,94,602.47,actuating,9/24/2021 15:00
8235,2208,86,832.24,workforce,5/7/2021 8:21
7593,8196,78,44.57,Triple-buffered,6/24/2021 10:04
8502,6620,9,625.46,bottom-line,11/8/2020 16:01
8511,8915,33,474.12,Operative,4/17/2021 4:37
4137,9267,37,7.76,interactive,3/19/2021 4:54
3659,3774,44,334.71,hybrid,8/12/2021 0:51
5915,3273,89,209.97,Operative,12/4/2020 20:40
7524,8399,42,355.39,Optimized,12/10/2020 8:17
4604,7580,36,962.17,stable,2/1/2021 13:05
9056,4989,50,242.38,Optimized,12/11/2020 17:08
3082,1210,54,15.55,Profit-focused,5/26/2021 0:56
3300,3600,51,571.71,Cross-platform,4/14/2021 16:34
4783,4343,25,476.1,Managed,10/17/2021 4:20
9864,6541,93,945.59,framework,10/23/2021 16:40
1484,7107,28,28,value-added,8/16/2021 7:50
4089,5488,30,220.5,workforce,1/16/2021 14:15
1657,1144,3,457.68,Reverse-engineered,12/22/2020 0:10
2258,2954,19,505.75,human-resource,9/10/2021 5:13
8570,1574,71,284.34,frame,1/24/2021 6:52
5154,8566,24,655.39,Expanded,8/1/2021 9:26
4135,6526,63,498.86,Assimilated,4/28/2021 2:49
7470,2134,54,769.35,Fundamental,10/11/2021 6:25
5301,3985,66,332.88,didactic,4/2/2021 19:05
6522,7123,36,14.84,Total,3/11/2021 3:23
4467,1535,97,226.56,human-resource,2/15/2021 15:00
6649,9423,99,303.79,content-based,12/25/2020 0:41
3556,7394,51,795.41,reciprocal,9/13/2021 1:51
7759,7579,43,695.03,Right-sized,10/5/2021 0:56
6141,8499,38,135.6,Multi-channelled,1/30/2021 8:33
7430,6006,48,19.92,flexibility,10/24/2021 20:34
5385,6867,78,455.03,flexibility,5/29/2021 3:52
8266,2287,96,374.44,Face to face,2/14/2021 3:04
6216,7426,23,257.75,success,3/1/2021 17:52
4492,8177,91,352.36,systemic,7/24/2021 12:21
4877,1805,9,701.21,Organized,11/20/2020 21:06
6251,9366,67,272.44,secondary,11/22/2020 0:47
2514,4137,35,437.38,hardware,9/14/2021 23:41
2932,7965,6,230.64,Business-focused,7/11/2021 12:03
5163,3166,16,948.35,mission-critical,9/21/2021 19:04
8736,8425,9,952.6,actuating,9/17/2021 11:27
4719,4621,52,367.78,system engine,1/5/2021 15:25
4564,3154,76,524.37,product,8/20/2021 20:40
8812,3623,36,853.04,Persistent,6/10/2021 14:47
5525,3481,89,729.23,emulation,10/1/2021 0:32
7813,9920,40,664.89,bandwidth-monitored,7/10/2021 19:49
4941,8889,100,460.31,content-based,7/25/2021 2:58
6549,8287,75,237.91,intranet,7/25/2021 14:08
8796,4934,84,354.9,web-enabled,12/12/2020 16:45
7367,2431,87,34.52,impactful,12/30/2020 21:21
2685,1709,77,867.56,Universal,10/8/2021 16:05
5675,3616,40,221.94,intranet,2/6/2021 1:19
7210,9493,34,336.72,challenge,3/10/2021 21:13
9797,5346,37,412.82,Multi-layered,10/21/2021 3:29
6809,1446,15,254.22,portal,11/26/2020 15:31
6967,4416,1,220.23,Vision-oriented,7/22/2021 12:28
6547,5628,7,986.56,national,3/14/2021 19:18
8489,1676,37,357.42,Re-contextualized,1/15/2021 15:29
7297,9379,24,615.44,adapter,7/24/2021 2:46
3495,1201,66,92.08,Digitized,1/19/2021 7:08
7223,9048,40,410.32,Universal,4/7/2021 12:53
5517,1893,90,262.41,internet solution,5/12/2021 6:54
2756,1486,79,4.42,optimizing,12/3/2020 17:10
5027,9700,47,66.92,Ameliorated,5/30/2021 5:47
1316,7976,70,863.02,firmware,9/14/2021 14:57
9353,3125,75,624.28,orchestration,1/17/2021 4:27
5410,2205,74,73.78,Reactive,8/14/2021 17:03
6689,4982,7,410.27,fresh-thinking,1/24/2021 19:18
5244,9276,57,601.14,client-server,11/9/2020 15:17
1088,1299,20,537.23,standardization,7/23/2021 9:26
3965,7569,72,824.01,Inverse,6/8/2021 9:54
2609,5746,51,50.5,interactive,4/5/2021 16:39
9326,4596,33,121.25,modular,10/30/2021 23:11
9722,4169,3,950.36,Triple-buffered,9/3/2021 10:15
3601,4829,74,826.46,matrix,11/7/2020 15:27
7149,2217,96,749.71,knowledge user,7/7/2021 18:50
7401,1661,29,399.37,Optional,7/23/2021 4:42
5258,1933,49,659.78,Ergonomic,1/13/2021 12:01
8440,7318,67,546.76,Customizable,1/13/2021 6:09
1388,3588,43,253.08,matrices,1/15/2021 15:06
6657,4982,36,520.09,24/7,9/26/2021 2:32
1948,4902,46,537.02,responsive,10/9/2021 13:54
6398,8528,33,713.24,client-server,4/30/2021 23:35
8416,4241,80,822.64,help-desk,10/29/2021 1:49
9832,9693,8,742.71,Function-based,6/9/2021 2:44
3772,5960,25,65.8,Re-engineered,7/30/2021 3:14
2434,9799,87,700.27,discrete,3/17/2021 21:25
5292,5461,8,606.34,policy,1/3/2021 1:48
9218,7158,88,267.27,modular,8/25/2021 4:12
2308,5023,91,308.55,Synergistic,12/16/2020 21:10
9005,5404,67,202.37,Reverse-engineered,7/8/2021 9:12
7081,2607,66,458.4,pricing structure,2/4/2021 9:30
8701,2986,3,434.31,full-range,6/21/2021 23:06
5300,4869,85,659.15,Enhanced,4/26/2021 11:03
9347,7641,96,765.54,regional,3/4/2021 1:14
2385,1369,30,970.18,Synergistic,5/29/2021 18:31
5517,8655,94,198.51,cohesive,1/25/2021 14:25
2149,3456,88,472.46,Graphical User Interface,4/5/2021 13:01
4687,2681,52,467.04,Realigned,9/15/2021 20:36
2680,4326,63,774.27,bi-directional,8/3/2021 22:16
3078,5301,84,446.26,modular,1/29/2021 6:41
5821,5511,68,59.43,Vision-oriented,12/13/2020 10:00
7359,5456,49,979.22,Networked,2/20/2021 2:05
4873,3824,83,708.33,Assimilated,12/15/2020 3:55
9847,8806,52,29.11,array,6/19/2021 23:57
4158,7118,55,600.8,matrix,1/7/2021 17:23
4071,5145,73,939.79,Innovative,7/16/2021 5:35
1000,1605,18,410.6,stable,7/27/2021 2:06
6496,7888,16,6.17,foreground,3/17/2021 6:35
8187,5528,66,361.23,alliance,7/15/2021 18:44
1329,1299,73,492.76,eco-centric,11/1/2021 6:19
9952,4866,95,939.62,Graphic Interface,8/18/2021 15:18
6030,4196,99,778.19,algorithm,6/28/2021 6:00
4859,2125,13,897.33,ability,6/6/2021 16:25
1919,8335,67,670.87,intangible,5/15/2021 0:50
2317,5150,59,484.16,foreground,6/8/2021 15:16
6538,2688,88,226.29,upward-trending,5/12/2021 18:39
5800,6806,71,166.38,structure,3/22/2021 0:43
1374,4509,38,247.02,Diverse,6/28/2021 23:45
7406,2485,93,985.83,workforce,1/12/2021 10:36
8754,6960,51,870.65,Multi-channelled,10/11/2021 3:35
5989,4127,25,14,protocol,6/9/2021 17:55
5961,6706,38,869.8,fault-tolerant,7/26/2021 9:41
5438,1162,70,235.06,algorithm,10/20/2021 2:29
2336,1583,82,148.17,Cross-group,2/14/2021 10:46
2603,5319,89,545.14,Decentralized,6/5/2021 16:50
3450,1670,37,727.73,utilisation,5/17/2021 3:21
3439,4170,32,266.12,core,12/20/2020 14:12
6854,1631,60,967.47,intermediate,1/24/2021 15:55
8646,8613,75,862.71,hybrid,6/13/2021 16:55
1083,4654,78,486.87,responsive,12/11/2020 15:13
5433,9296,21,288.27,time-frame,12/22/2020 5:17
7729,3562,58,609.55,attitude,9/30/2021 6:57
4565,2857,67,769.58,complexity,12/25/2020 1:58
7347,3361,41,845.79,optimizing,3/11/2021 20:31
3009,3199,56,923,Decentralized,2/25/2021 17:58
3696,9341,7,339.78,demand-driven,4/4/2021 15:17
6965,5966,99,820.64,Self-enabling,5/21/2021 14:34
5984,7427,44,876.4,cohesive,5/13/2021 21:42
7590,1508,65,679.61,intangible,1/11/2021 9:54
1771,7064,60,670.59,info-mediaries,5/18/2021 7:57
1043,1291,30,43.91,Progressive,1/13/2021 18:04
1919,1900,52,487.3,Progressive,9/17/2021 22:05
2375,5289,44,354.54,Switchable,7/16/2021 12:13
8566,7826,74,600.35,system-worthy,9/3/2021 9:10
4468,7498,47,207.15,application,11/5/2021 5:27
5937,1323,53,714.67,didactic,5/2/2021 0:18
2214,8755,74,208.08,capacity,8/2/2021 14:40
9374,8550,66,592.9,Intuitive,8/25/2021 13:09
6796,1433,19,528.08,human-resource,10/4/2021 14:56
5974,9791,100,553.53,Open-source,3/10/2021 15:22
9904,9646,8,240.65,Mandatory,2/1/2021 23:47
9056,1585,62,901.98,Re-contextualized,10/13/2021 0:18
5261,9867,91,281.77,systemic,3/11/2021 19:25
2469,1463,39,717.79,Innovative,8/1/2021 4:39
2302,7685,77,449.69,Implemented,8/3/2021 18:02
4332,7136,41,886.62,Customizable,2/13/2021 22:36
9186,5712,19,517.68,incremental,6/20/2021 15:27
3503,4314,66,478.91,Multi-lateral,7/9/2021 22:00
7225,8238,32,619.14,uniform,9/19/2021 5:06
8886,6485,72,38.28,Compatible,4/4/2021 15:44
2217,4679,75,532.08,circuit,2/27/2021 14:32
4749,6163,34,598.7,Self-enabling,3/18/2021 2:47
8218,2673,76,296.03,Front-line,7/8/2021 14:17
7659,2046,49,999.34,Cloned,4/8/2021 7:44
8854,1639,82,275.41,intangible,10/25/2021 19:11
6682,6308,22,235.96,Virtual,6/27/2021 15:23
6280,3447,96,553.84,local,9/11/2021 0:25
9405,5399,89,810.96,archive,1/6/2021 16:20
5677,7796,73,385.59,Open-source,1/23/2021 22:36
8353,9101,21,42.74,Advanced,12/2/2020 4:50
3024,4896,31,429.41,high-level,4/26/2021 9:15
7065,1475,64,166.55,approach,8/2/2021 13:02
2466,1469,95,208.93,time-frame,3/6/2021 2:15
4471,5066,70,776.78,paradigm,12/21/2020 8:54
7212,9121,5,431.18,Stand-alone,12/12/2020 14:30
3907,5486,60,293.1,frame,7/14/2021 21:45
3646,5081,85,604.21,Right-sized,11/14/2020 22:06
9348,3113,47,406.92,Adaptive,10/23/2021 18:25
3290,7671,71,722.98,upward-trending,4/2/2021 18:36
1007,2837,48,574.64,multimedia,12/30/2020 7:23
7193,1042,89,489.34,dynamic,5/11/2021 19:47
1241,7443,69,229.45,infrastructure,1/22/2021 17:45
2073,1927,17,395.09,benchmark,6/30/2021 4:41
6299,4159,21,277.79,functionalities,9/26/2021 20:12
5316,9824,12,539.9,contextually-based,3/20/2021 15:34
6524,2759,49,713.56,Triple-buffered,3/24/2021 18:50
6354,6596,84,156.25,Graphical User Interface,2/22/2021 20:10
7983,8463,23,973.96,Devolved,1/15/2021 13:22
6309,2097,78,264.33,Cross-group,1/30/2021 5:27
2109,3246,68,975.08,directional,7/10/2021 18:56
5879,2934,59,781.59,neural-net,1/11/2021 9:28
6504,2666,69,279.91,Progressive,10/18/2021 13:25
8035,2504,18,520.71,Mandatory,2/7/2021 8:58
8313,4181,45,363.71,Enterprise-wide,10/30/2021 3:20
6219,7597,73,688.11,model,6/15/2021 1:24
3364,5398,95,174.69,hybrid,6/26/2021 15:20
1156,9629,37,957.65,non-volatile,3/11/2021 21:34
2856,6718,82,321.55,local area network,4/13/2021 9:52
8212,8504,58,729.34,adapter,1/25/2021 18:45
5338,2368,72,445.21,Polarised,7/21/2021 17:04
1286,3704,11,667.4,Cross-platform,9/22/2021 11:12
2199,7234,13,280.6,flexibility,2/2/2021 18:21
3332,2378,17,804.8,fresh-thinking,6/25/2021 13:39
3531,2895,73,574.8,interactive,7/25/2021 19:41
4277,5549,21,317.34,task-force,3/13/2021 8:41
2768,1448,43,280.61,success,12/29/2020 13:33
7218,8526,46,529.67,structure,11/27/2020 23:17
3662,4744,74,526.95,neutral,10/23/2021 13:45
2787,2664,46,401.24,workforce,5/29/2021 19:33
6697,6225,72,316.14,solution,11/18/2020 2:29
3549,9406,69,880.15,Synchronised,9/18/2021 15:20
5893,7502,6,486.38,zero defect,5/15/2021 14:52
3235,8361,5,202.43,Reactive,5/20/2021 7:49
4051,8709,52,947.48,strategy,6/6/2021 4:30
8763,3943,92,604.39,24 hour,9/22/2021 8:53
3708,5472,34,832.36,24 hour,7/12/2021 16:23
3181,6371,60,995.78,standardization,2/5/2021 6:09
4940,9678,39,981.73,Focused,4/6/2021 14:23
7269,3210,100,856.06,Realigned,12/4/2020 12:13
6239,6134,37,292.11,asynchronous,10/7/2021 12:01
6443,3994,48,547.8,Cross-platform,4/13/2021 6:29
4742,4494,52,348.81,Balanced,6/4/2021 14:42
6718,4805,23,818.37,homogeneous,3/23/2021 23:53
6008,1437,65,828.13,multimedia,12/30/2020 17:03
6963,4489,71,888.98,user-facing,2/1/2021 9:10
2357,2269,8,571.39,time-frame,11/4/2021 21:16
9390,1921,88,185.52,Persistent,2/23/2021 16:24
4400,9445,41,203.36,Self-enabling,7/29/2021 7:04
6077,4242,25,466.77,Multi-tiered,7/24/2021 16:39
3869,3600,33,221.43,Polarised,11/9/2020 5:00
2868,4402,92,210.98,implementation,11/11/2020 18:08
4462,3943,98,254.48,methodology,7/7/2021 7:03
6394,8646,93,415.07,matrix,10/15/2021 11:41
2260,9333,32,43.27,extranet,9/13/2021 9:11
8456,5009,61,102.48,groupware,11/4/2021 21:05
7863,6240,28,4.83,interactive,11/23/2020 12:27
9881,3316,31,66.37,coherent,9/15/2021 16:43
3646,2288,77,486.3,mission-critical,5/26/2021 4:53
8895,4230,67,675.49,client-server,4/28/2021 2:43
6533,5133,81,121.65,logistical,7/31/2021 21:53
8448,7493,92,211.19,Public-key,12/20/2020 1:00
1795,3803,6,364.58,Customer-focused,2/27/2021 18:47
9404,1961,89,615.89,Reverse-engineered,12/4/2020 22:02
3922,7163,15,509.14,demand-driven,2/13/2021 7:00
6442,2966,58,618.79,extranet,6/10/2021 2:39
8264,1179,20,89.88,throughput,8/8/2021 22:48
9490,6465,45,235.2,asymmetric,2/10/2021 3:46
3113,5631,77,203.98,Phased,7/6/2021 22:10
4640,6575,87,990.75,Intuitive,2/25/2021 23:02
2483,5606,41,926.93,initiative,2/16/2021 5:32
9055,6009,23,790.99,Cross-group,2/18/2021 22:49
4450,1347,52,699.06,Enterprise-wide,11/11/2020 21:49
5971,2611,45,312.34,framework,4/14/2021 16:00
9564,6326,67,885.44,bottom-line,5/27/2021 16:35
4565,8404,61,238.2,content-based,10/12/2021 23:20
9087,4452,21,644.07,real-time,7/26/2021 12:50
2038,7712,22,569.73,strategy,6/23/2021 3:57
4719,1555,26,296.19,Configurable,7/21/2021 22:02
4540,6881,63,597.31,workforce,12/24/2020 1:51
6583,3759,70,37.23,client-driven,12/11/2020 11:56
8005,9513,30,489.55,well-modulated,7/26/2021 18:41
5874,5056,80,513.52,Proactive,7/20/2021 9:16
4599,6608,5,868.98,workforce,8/18/2021 1:52
8660,4442,48,884.63,didactic,8/12/2021 0:32
2294,7486,36,617.93,parallelism,4/11/2021 7:08
5883,7192,59,989.82,uniform,6/22/2021 14:30
1758,3124,51,414.03,uniform,8/4/2021 16:12
2233,6871,6,291.82,static,4/24/2021 6:04
9607,8222,49,638.36,hardware,5/25/2021 13:30
1874,4634,98,457.89,software,8/22/2021 8:35
6123,3388,85,24.28,discrete,9/20/2021 14:18
1101,8590,94,360.8,background,1/5/2021 5:52
8113,6571,5,602.01,zero defect,11/6/2021 21:55
9104,7448,78,143.5,Digitized,3/10/2021 11:49
1027,1392,92,837.78,Business-focused,12/29/2020 0:17
3564,9144,54,33.06,holistic,9/8/2021 22:22
9428,8244,63,42.49,Centralized,4/21/2021 11:22
1506,9180,96,997.69,infrastructure,12/19/2020 14:47
9149,2686,11,561.41,secondary,7/13/2021 7:12
9262,3692,88,732.54,logistical,6/21/2021 3:02
4217,1538,53,467.32,open system,5/2/2021 8:21
4851,3482,60,540.22,fresh-thinking,1/27/2021 20:06
9747,7900,2,765.21,capability,10/12/2021 9:24
2833,9406,4,41.74,forecast,6/2/2021 4:50
7029,5621,16,129.12,Horizontal,8/28/2021 8:41
3939,9088,54,136.72,matrix,10/7/2021 13:00
2420,8128,10,877.49,Extended,6/29/2021 5:58
6357,2566,99,488.29,mobile,1/17/2021 8:25
6086,1661,3,303.36,Reverse-engineered,6/20/2021 4:06
1942,5092,42,928.35,responsive,5/28/2021 3:44
3406,3138,94,754.16,implementation,2/5/2021 15:47
7862,7010,67,541.78,global,10/27/2021 8:41
3200,2081,78,361.79,fault-tolerant,9/12/2021 19:55
3990,3778,52,420.33,Optimized,12/25/2020 21:05
8468,3580,26,414.52,object-oriented,2/16/2021 19:13
3331,2370,42,309.85,Exclusive,10/13/2021 19:14
2639,1046,22,264.84,secured line,7/7/2021 16:11
8490,8137,41,25.56,fault-tolerant,12/12/2020 20:35
9767,9916,17,170.2,orchestration,8/9/2021 15:26
7476,2371,82,657.44,strategy,8/11/2021 4:42
1595,2614,77,625.13,solution,3/7/2021 19:23
8332,3108,26,156.67,Open-source,4/7/2021 16:47
6695,6304,67,322.78,Monitored,8/19/2021 21:24
1691,6797,99,80.59,adapter,2/17/2021 11:56
8607,8249,66,151.06,Ergonomic,7/4/2021 21:05
3731,4740,96,165.6,Decentralized,9/12/2021 13:17
2452,1280,61,657.6,attitude-oriented,10/2/2021 14:14
4590,9173,32,950.21,task-force,2/23/2021 15:04
6072,3924,6,64.77,Open-architected,6/19/2021 16:40
1324,5939,82,599.75,encoding,3/23/2021 2:55
9302,7521,5,364.04,object-oriented,6/18/2021 0:02
6104,7866,43,590.4,encoding,4/23/2021 18:23
7347,6891,19,473.08,object-oriented,11/10/2020 0:23
6591,6184,79,733.53,Reduced,12/28/2020 20:10
6462,8074,96,535.12,methodology,6/20/2021 16:43
3641,3740,77,837.52,attitude-oriented,10/3/2021 20:03
9026,2256,6,362.73,tertiary,5/29/2021 15:42
9955,9269,58,955.88,project,3/19/2021 11:54
9161,6897,90,648.47,tangible,5/11/2021 20:09
8710,8028,88,472.22,service-desk,5/30/2021 17:54
9182,6382,2,781.3,static,6/5/2021 14:23
2279,9892,87,948.38,Cloned,8/10/2021 21:57
8008,9535,21,743.64,firmware,2/1/2021 13:46
3188,2145,87,9.55,firmware,5/13/2021 1:23
9326,4282,72,737.74,customer loyalty,11/8/2020 8:14
4457,7823,98,777.95,exuding,10/6/2021 8:32
9646,8910,75,766.62,leading edge,12/14/2020 22:26
6385,1270,66,217.7,installation,9/2/2021 18:35
7079,3219,88,88.49,zero defect,10/1/2021 20:54
4244,5929,96,38.67,discrete,11/19/2020 0:14
6631,4941,13,595.28,Streamlined,12/14/2020 5:47
9496,1452,4,27.09,Polarised,6/29/2021 15:01
7372,9248,24,404.92,algorithm,1/8/2021 23:54
1579,1431,28,826.9,scalable,11/24/2020 16:29
4416,1398,23,883.39,instruction set,4/24/2021 21:05
3362,1653,60,415.74,Compatible,1/13/2021 0:12
9760,5829,23,470,standardization,8/21/2021 22:53
8150,6832,69,408.8,intranet,10/12/2021 14:30
4469,3418,78,689.13,multi-state,5/11/2021 3:04
6769,3443,18,768.94,Expanded,8/22/2021 20:01
5047,2734,84,32.68,budgetary management,10/8/2021 14:35
7586,6070,90,472.7,Reduced,1/7/2021 20:32
7702,8269,29,764.65,attitude-oriented,1/22/2021 14:09
5679,5741,14,424.47,Streamlined,1/27/2021 22:38
5692,9319,22,917.95,superstructure,11/3/2021 14:27
2119,7231,94,539.75,context-sensitive,11/14/2020 1:12
7101,9180,68,384.47,moderator,11/6/2021 3:33
3712,3797,23,379.14,Object-based,10/15/2021 16:32
4051,2253,61,73.8,superstructure,6/9/2021 13:44
2064,3818,69,698.39,Focused,9/16/2021 22:03
9324,8851,20,367.98,Exclusive,7/18/2021 1:09
2148,3310,43,204.29,dynamic,6/27/2021 6:41
5062,3926,6,873.06,workforce,1/23/2021 20:07
2495,1718,6,753.47,Progressive,12/21/2020 6:57
6851,3748,80,582.4,tertiary,5/11/2021 3:13
9659,1167,13,509.97,emulation,1/20/2021 8:58
2494,8725,66,235.92,scalable,9/2/2021 20:24
7048,1107,37,512.25,context-sensitive,1/10/2021 21:11
5155,8513,75,773.5,responsive,9/6/2021 2:35
1496,1631,90,890.57,Customizable,11/11/2020 15:18
4383,6408,43,708.99,software,12/11/2020 20:25
9562,8011,60,71.47,neutral,1/10/2021 0:47
1331,7582,73,45.33,archive,7/23/2021 9:05
6872,6443,92,476.69,Reverse-engineered,5/10/2021 6:34
6844,3415,32,961.03,Synergized,9/14/2021 7:12
1196,1888,48,997.22,forecast,1/26/2021 18:12
2469,1638,11,32.29,access,7/13/2021 0:27
2330,8890,30,609.12,Fundamental,2/1/2021 16:27
4365,3111,76,650.64,asymmetric,2/20/2021 7:56
4061,8088,3,186.74,impactful,3/10/2021 3:57
2922,8388,40,803.53,Front-line,2/20/2021 1:08
6482,5851,55,407.41,motivating,2/8/2021 6:58
9664,4532,54,293.42,asynchronous,10/4/2021 0:35
3917,2054,47,713.76,matrices,6/7/2021 10:40
2957,4974,49,764.76,Monitored,11/5/2021 23:12
9736,7134,22,934.44,success,7/3/2021 15:33
6111,2932,85,243.93,Advanced,3/24/2021 16:51
1648,7827,62,430.41,systematic,6/29/2021 17:55
6586,7228,89,563.57,Reduced,6/22/2021 11:19
8450,6185,15,801.85,policy,4/13/2021 21:03
9672,2532,69,96.63,Horizontal,11/14/2020 19:12
4659,8437,68,640.46,Profound,12/19/2020 23:33
6138,9056,1,575.99,migration,11/5/2021 1:27
6017,6614,18,606.17,attitude-oriented,11/23/2020 8:30
1988,8611,68,798.35,needs-based,7/16/2021 1:43
8518,3208,38,26.77,contingency,5/7/2021 12:11
9608,9272,65,490.11,migration,8/20/2021 4:39
3649,9984,86,794.6,architecture,9/9/2021 9:21
2599,7688,59,904.16,extranet,5/22/2021 11:22
8689,9488,31,1.69,service-desk,11/26/2020 23:07
5665,7502,83,290.32,optimal,3/26/2021 23:24
1718,8226,34,831.62,migration,3/31/2021 7:05
1305,2517,51,977.53,methodical,3/9/2021 12:23
8858,1839,93,961.99,Open-architected,5/14/2021 14:05
9634,9490,73,400.74,frame,5/10/2021 23:35
4341,5964,78,458.66,clear-thinking,4/15/2021 17:37
5028,8487,32,94.34,system engine,11/3/2021 19:41
4064,8363,12,10,Switchable,6/14/2021 3:07
